reviews,Negatif,Netral,Positif
klo pesan aplikasi trus tanda cng min,False,True,False
pengenn cobaa gimana min,False,False,True
ka cek dm mohon banget ka urgent,False,True,False
pool lombok kebagian,False,True,False
mudahan bluebirdgroup cianjur suka,False,False,True
halooo bluebird gak sih email respon cepat,False,True,False
bluebirdgroup email pembayaran kantor balikpapan lama respon nya berbulan gitu aja nya,False,True,False
halo blue bird mohon supirnya ditertibkan red bus lounge terminal purabaya jaman modern biar customer memilih akomodasi terbaik versi paksaan mohon dm informasi lengkap,False,True,False
tolong drivernya ajarin pilih customer malam blue bird org drivernya blg gabisa nganter udah plg org suami istri nnya drivernya eh tuh org driver rebutan blg gue gabisa bayar kali yakk,True,False,False
imdarrendra brusan kali ditolak driver bluebird suka mangkal plaza senayan,False,False,True
cek dm bis bigbird lo ugalan makan jalur kanan nya jalur kiri,False,True,False
wahhh mantappp urusan suka keliling berjam jam pas banget coba ahh,False,False,True
taxi bluebird dibandara soehatta ugalan smua jd penguasa jlngw bwa mtr udah minggir diklakson trs bkin org kaget,False,True,False
hi bluebird smoga nnti kota ku ya senyum cinta muak dg taksol online yg tdk beretika tdk ber attitude marah sbagainya dicirebon senang skali pakai bluebird ramah tamah membantu tp majalengka kota kecil bluebird suka membara ya bluebird,False,False,True
suka banget bluebird aman nyaman taulah taksi nomor indonesia yg tau kali yaaa bluebird pokoknya mantul,False,False,True
fixed rate hilang ya aplikasinya,False,True,False
ellyshuang lihat komenan sopir yg bawa mutar mutar baik kndraan online jelas bayarnya,True,False,False
natashadamayanti setuju banget suruh down apk bayar ya seharusnyakan gratis,True,False,False
rezzzaaaa_ spt prinsip tidak gratis utk kenyamanan tertawa,False,False,True
haadddeeeehhh skrg driver bluebird kebanyakan ga tau jalan tolol kebanyakan ngandelin maps yg maps nya dri bluebirdnya langsung alhasil jalananpun sengaja kasih yg jauh² saran utk masyarakat kalo bluebird baik tau jalan kitanya,True,False,False
rezzzaaaa_ denger pilihan bluebird fixed price aplikasi bluebirdnya,False,False,True
kasian supir nya yg gak setoran besok nya gak narikdpt rb setoran mbil nya bnsin mn ank istrinya drumah dpt kurang stran besok ny hrus byr krna kurang uhhh gila stran nyagk ky grab,True,False,False
bluebird mengenakan fee layanan aplikasi aplikasi milik perusahaan bluebird free pelanggan aplikasi perusahaan customer menanggung biaya aneh akibatnya bisnis tidak memiliki kompetitor,True,False,False
halo bluebird siang jam makan siangdari graha pertamina tujuan gambircuaca jakarta panas ditambah taksi naiki tidak kaca filmnya panasnya cuaca diluar drivernya baik pengertian nyalakan ac full sekalitolong armadanya diperbaiki ya no lambung kk,True,False,False
kirain gak beruntung aja x taksi bluebirdgroup muter ntah map emang muter driver gak baca map perjalanan jauh lama mengejek gak uang menit menit karna muter tuh menyebalkan,True,False,False
halo bluebirdgroup taksi dr grogol jatibening memilih fix ratekarena hujan macet sekalibapaknya jalan telponan orang mengeluh ga mencapai target kena macet membawa jatibeningga profesional sekalidan tunjukkan arah diam tidak menyahutmenyetirnya jg ugalan tanda ybs buru selesaiastafirulloh kasar,True,False,False
driver mu darmokali surabaya attitude buruk suka ngrendahin driver cek dm pecaten ae kyok ngunu,True,False,False
tolong perbaiki sistem utk kemudahan pelanggan dgn sistem poin pelanggan terpaksa menunggu lama taksi diorder paham bluebird meningkatkan kompetisi drivers sistem merugikan pelanggan menunggu menit lama drivers diassign sistem menjemput,True,False,False
wlwpun taxi online tetep milih bluebird dg alasan terkait kenyamanan tp ya dapetin driver bluebird dibilang buruburu tp slowly sampe argo nambah utk rute yg jarak dijalan bawa mobil taksi bluebird yg jalannya gak ngalah duh,True,False,False
axtonrico nahbeneeeerrrr bangeetsaya ngerasain bangeet barusan ajamalam inidan udah ketiga kalinyasaya jalannya diputeralasannya macamyg malam alasannya supir brupadahal jalanan ga macetga hujansaya pitujuan cuman lrt dujuh doangudah bilang sudirman ntar belok kiri lwt jalan yg samping jalur tj supirnya bilang iyatapi meleng dikit pegang hpehdibelokin arah jalan yg samping mandiri building jd muterbutuh wkt mntanpadahal google hrsnya mnt sy dah kalo pake rute yg sy sebutkansy rugi wktdn lbh mahalpadagal pake grabcar gocar cuman ribu max klo drivernya orangnya benerbbrp lrt dukuh bluebird tu cuman ribu doanglbh murah grabgocar dn minggu lalusy kena ribu minggu ribukrn driver sengaja ambil rute panjang buset dehga profesional bgt ya kecewa sy lupa pulak screen shoot qr nya catet no bluebirdnya karna buru dn kadung bete bener super ga recomended skr mah bluebird menggeleng marah kecewa,True,False,False
ellyshuang udah mirip kelakuan driver taksi gelap jaman argo kuda ya gugup menyeringai mengrenyit,True,False,False
rezzzaaaa_ setujuyg rute pendekdekat aja jd mahal dn dibikin jauhmuterapalagi yg jauhmakin kacau terkejut bener ilfill skr bluebird kalo nyamantaksi online pilihan koq skr yg comforthrg ya aja dgn pake argo bluebird berpikir kapok bangetudah x dgn rute yg samahrg nya x lipat taksi online cuman gara malas nunggu mnt kecewa sayang bgt ga fotocatat mo taksinya krn pas siy ga suudzon driver yg ga kayak yg minggu lalueh taunya kecewa haha gugup mengrenyit kezel,True,False,False
bluebirdgroup mengalamicuman pi lrt dukuh atasjd lbh lama mntsy rugi jelas rugi biaya walo ga seberapatapi ga fair bgt caranyangakalin penumpang dgn ambil rute memutardan kalinya dgn rute yg rute singkatga macet drivernya muter tutup pintu udah arahin dn request jalan yg diambil tujuan kesinimakin ga banget niy bluebird bingung,True,False,False
bluebirdgroup no tlf kah ya cuman bukti transaksi pembayaran qr bluebird sy taditapi histori transaksi mbanking tidak tertera no taksinyagimana bluebird mo melacak drivernya kalo tegur sy coment krn bener kesal banget kali kecewa kadalin driver bluebird kecewa yg kalisy berharap yg sy apes ajaehkejadian laginah malam niysy berharap perubahankrn jam driver bluebbirdnya lrt pijalur normalrute tercepathrg wajarsomalam sy fikirsy dpt driver spt pagiehternyataapeskesimpulansemua driver bluebird yg stop baik pi gipasti ambil rute muter rute jauh utk tujuan biar argonya gedesekalipun jalanan ga macetdan salah alasan klisebaru seminggu jd driverpadahal malam sy jelas arahin jalan dn tutup pintu mobildan driver jawabokay kecewa semoga laadriver yg kayak gini ga menurunkan kejayaan bluebird,True,False,False
bluebirdgroup oyasaya ga pesan bluebirdnya pake aplikasisaya ambil bluebirdnya taxi stand mall,False,True,False
taksi kode cd plat nomor b bud pengemudi nama medi saputra tolong min drivernya dikasih edukasi udah tau jalan puteran gak sabaran nyerobot jalan nabrak tanggung etika maaf gak,True,False,False
baca dm bluebirdgroup,False,True,False
bluebird terbaik skg inovasi pakai aplikasi seharunya bluebird menyisihkan lg taksol arognisme hehe muak dg taksol yg ah panjng diceritain smg kotaku ya majalengka jabar cirebon,True,False,False
td mlm sy bluebird dr jogja semarang dikenakan biaya tambahan resmi knp tdk muncul diaplikasi drivernya resmi kantor,True,False,False
bluebird pagi sawangan depokke gambir eta jam berangkat jam jam udah gambir maksimal si driver ngide bgt antasari yg macetnya stuck ngga gerak pdahal sawangan depok banget tangerang suami pd cabe mah macet entengnyaa aja nge gampangin orang perjalanan dinas dilalah gapunya etoll gimana ceritanya driver bluebird gada etoll layanan jasa transportasi berangkat udah tau rute kmn tol geram banget sopir stupidnyaa ban nya bocor anjim gaktuuuuh oranh kerja menawarkan jasa transport dicek pagi kesehatan mobil ban dll kesel kalo kaya gini ngerugiin orang tau ga suudzonnya nih driver nakal sengaja biar argo dapet enak ga mesti anter customer ketempat tujuan melayang tuh pdhl sawangan antasari gada akhlak bgt sopir kek gini,True,False,False
tolong tabrak driver bluebird ga bs tanggung full kaki normal patah,True,False,False
bluebirdgroup dm tp ga tlp,False,True,False
bluebirdgroup tabrak loh driver gimana pertanggung jawabannya,False,True,False
pake bluberd tolong kasihtau kasian drivernya curangargonya mahalin dgn bw muter biar jauh smkin jauh harganya mahal yerkhusus orang dri daerah klo sampe jkt kota gede hati hati klo nemu bluebirdgroup,True,False,False
bluebirdgroup jawabannya standard sekian dikenakan okt charge utk hrs rp,False,True,False
min mohon bantuannya barang ketinggalan dm,False,True,False
veravalentinanapitupulu uninstall aja aplikasinya biaya charge mahal dibanding platform keren,False,False,True
bluebird cirebon,False,True,False
dhinie_gav iya bener sungguh keterlaluan sih chargenya platform shopping aja cuman rb rupiah kecewa kecewa,True,False,False
bluebirdgroup nya klise gini sdh era digital by call cc koq dikenakan charge smp rb becanda sih,True,False,False
dhinie_gav eeeh pesan call centre pagi gak si bluebirdgroup gimana coba,False,True,False
setoran nya gedepara supir kasian gk dpt duit hrs ttp setor,True,False,False
perjalanan stasiun kota kacau bluebird driver yg ga jalan bluebird menyediakan maps khusus yg maps sesat jalan jauh ga jelas,True,False,False
rizkypepew suka,False,False,True
poin kecil ga kasih orderan sampe ks,False,True,False
serius nanya supir isi bbm suka goyangin mobil tertawa lokasi pom bensin tambun stadiun mini tambun gk prcaya ama petugas spbu nya suka,False,False,True
tolong supir bluebirdnya dibilangin isi bbm mobil gak digoyang goyang ngantri bluebird jam,True,False,False
kerennn,False,False,True
keren unitnya sampe yg premium ready bagus fine aja jakarta bali so far so good with bluebird bagus,False,False,True
tolong smpaikan kpd driver nya purwo suryanto yg pool margsatwa membayarkan hutangnya hutang blm bayar,True,False,False
ehhh blue bird gimanaaa sekaranggggggg belom duduk jalan udah kena k aja gara gara aplikasi ambil nya belom jalan argo langsung nyala gimana ceritanya yg udah compaon guna kayanya tolong balikin merugikan pemakai,True,False,False
parikesitanom argo jalan duduk loh how come,False,True,False
bluebirdgroup klise yg guna nya,False,True,False
deyalltheway keenakan bluebird nih semoga pesaing yg sepadan epre jaman covid koi jaman krisis moneter biar gak sewenangwenang netapin harga,True,False,False
ya driver diedukasi mengoperasikan hp berkendara orderan masuk cek map menepi jalan trus oleng deh kanan kiri nyetirnya menghambat pengendara ulah driver,False,True,False
setuju bro kali berkendara nampak yg ugal ugalan audit lapangan ya tertawa,True,False,False
breakfast_nine tertawa,False,False,True
yg lucunya teman pemilik avanza anggap saingan dipikir pikir avanza bluebird mah kantor ya bro tertawa ga malu ya pengemudinya,True,False,False
taksi listrik vietnam ayo bluebird go global minimal buka cabang kota besar asia tenggara jago kandang colek bod andredjokosoetono sigitdjokosoetono,False,True,False
axtonrico penerimaan drivwr skrng ngasal mas udah gapake sop driver gabisa bawa mobil diterima dibluberd,True,False,False
penerimaan driver skrng ngasal ga kaya,True,False,False
bluebirdgroup mah computer yg,False,True,False
bluebirdgroup computer yg bales,False,True,False
bluebird pengguna setia yg ga melirik taksi tolong banget ganti armada transmover lama gak nyaman anjirrrrr kek angkot armada banget haduh sebel kalo dapet transmover apes bgt,True,False,False
bluebirdgroup halo admin melaporkan kejadian tidak mengenakan kejadiannya november pintu parkir pakuwon mall jogja parkir ditabrak sengaja supir bluebird masuk mall jalan arah tandanya arah situ melewati mobil bluebird sengaja membelokkan mobilnya seakan sengaja menutupi jalan menabrak tidak mencatat nopolnya langsung masuk belok masuk mall untung tidak jatuh kaget seakan ditabrak kejadiannya november pintu masuk parkir pakuwon mall jogja tolong diusut supirnya perilaku berkendaranya membahayakan terima kasih,True,False,False
fariskaisn udh bener pake sedan limo ya der,False,True,False
kali udah bluebird terminal ppda tanggal taxi blue bird membatalkan alasan anehanaliisa argo fixed price jafi batalin,True,False,False
dm driver bilang ban kempes tp menyalakan aplikasi bluebirdgroup,False,True,False
bluebird kebijakan rb rupiah utk pemesanan via aplikasi aneh siy hrsnya lbh murah via call center sungguh aneh sblmnya mengajak ayo pesan via aplikasi lbh mudah sdh terbiasa kena biaya tertawa,True,False,False
bluebirdgroup gagal paham siy jaman digital biaya² ops turun senyum,True,False,False
begh,True,False,False
pesan penginapan oyo istirahatlalu pas sampe nya pemilik bilang tidak beroperasi oyosaya udah bayar full gimana ya,True,False,False
oyoindonesia cek dm,False,True,False
kak oyo samarinda masi kerja agoda kah,False,True,False
danherlambang,False,True,False
withdraw udah berbulan belum dikembalikan,True,False,False
ngerusak mood orang,True,False,False
udah sampe hotel gak terima,True,False,False
penipuan berkedok penginapan,True,False,False
penipuan,True,False,False
ditolak cek in malam vila am key tretes sdh lbh tdk bkrja sm lg dgn oyo bnr penipuan berkedok penginapan,True,False,False
pengajukan pengembalian dana si cair rekening bank oyo wallet urgent,False,True,False
sellaaureliansin teror aja kaksaya jt dah sebulan gak direfundmana app trip yg kayak oyo giniremek jelek jelek,True,False,False
booking hotel download apsnya pengembalian dana tidak tf ditarik urgent hati² aplikasi bagus,True,False,False
laporin jagn kasih ampun,False,True,False
maret lho kak belum uangnya,False,True,False
novandwiatmaja ka,False,True,False
oyo kontol,False,True,False
gini,False,True,False
balikin uangnya,False,True,False
blacklist oyo aplikasi scam,False,True,False
woe min booking aplikasi oyo pas dateng udah nggak,True,False,False
udah dm nggak direspon,False,True,False
cancel booking takut gabalik duitnya,True,False,False
dwiwahyu udah tak kasih email bohpku,True,False,False
withdraw nggak ditransfer,False,True,False
asli ngeselin gw cek in via apk tiba² chat hotelnya harganya beda apk mahal,True,False,False
app scam,True,False,False
oyoindonesia taeeeee,False,True,False
martajulida oyoindonesia tanggapannya,False,True,False
oyoindonesia gaya ngomong kliatan smart kerja smartlucu tertawa,False,True,False
kemitraan gak jelas oyo perusahaan besar pemutusan kemitraan gak responnya report kemitraannya gak jelaspotongan dimanatapi gak tau kemana perginya januari udh pemutusan noresponbanyak yg kecewa,True,False,False
oyoindonesia gak respon nama penginapan yg jelek,True,False,False
tinggalmasanya aja kejadian kak gimana dibalikin gak uangnya gak cek in,True,False,False
xionana kak gimana gak uangnya case nya kaya,False,True,False
luckybyfitrisiregarofficial blm udah blan chat aja gk blas,False,True,False
luckybyfitrisiregarofficial si belum direfund tertawa dm dm aja ditransfer dah ga,False,True,False
muziebhero iyah korban dibilang modus ga si fraud gitu bayangin hotel loh semurahny² ribu kali orang aja ya semalem sebulan kali aja betapa malem tamu,True,False,False
rahmadsa kak kupa tang kemenparekrafri biar ga korban,False,True,False
man teman korban mari tag kemenparekrafri biar perhatian tidak korban,False,True,False
muziebhero kak tag kemenparekrafri,False,True,False
ditraaa gak full kak,False,True,False
fluffynut,False,True,False
ditraaa kak,False,True,False
tinggalmasanya ga ka dananya,False,True,False
fluffynut baliknya rekening apk oyo,False,True,False
ditraaa apk oyo trs spam hr balikin rekening gak full kzl gatuuu,True,False,False
ditraaa notifnya si udah dibalikin ½ rek tp dicek ga transaksi yg masuk,False,True,False
fluffynut gitu banget ya sedih,True,False,False
apk dana saldo gk d tarik ah ogah pake apk,True,False,False
udah bener pindah aja traveloka jelas gw udah make kesini gk jelas penanganan nga lepas tangan salam hangat gk solusi,True,False,False
udah booking penginapan jogja yg penginapan tdk kerjasama dgn oyo dananya blm dikembalikan gimana nih minn,True,False,False
oyoindonesia nye nye nye ribet luuuu,True,False,False
pengen demo nangis kemarin sore dana e wallet gak bs ditarik nangis,True,False,False
arifahmithanur gak dibalikin kakuangku jt gak balikhotel tutup aja dijual bangke mmg oyo,True,False,False
mrrudi udah direfund blm kak uangnya,False,True,False
riskaicha_aia gak kak uangku jt hotel dah tutup dijual app oyo sampe keleleran bali gara oyo bangke,True,False,False
pake oyo dijamin liburan berantakan,True,False,False
pake oyo dijamin liburan berantakan,True,False,False
dm pakai nama oyo ngembaliin uangnya isi data eh langsung ilang udah diblokir duluan lucu banget tertawa,True,False,False
fluffynut ga ngaruh ka udah spam ga diganti tertawa,True,False,False
shierlysetiono hotel dah tutup ga beroperasi aja dijual kaksampe lokasi hotel tutup dah bayar jt sampe skrg dah bln ga refund menahan sedih marah,True,False,False
pesan oyo trik matketing jual voucer alamat ga no telp pemilik properti tidak hubungi cs maaf tidak solusi pemgembalian dana voucer dipotong tidak masuk sindikat ajukan pelaporan kepolisian eh udah yg lapor tinggal tunggu gulung tikar nya aja kayaknya,True,False,False
fluffynut laporin polisi aja bos biar tutup,True,False,False
shierlysetiono jual voucer doank,False,True,False
xionana laporkan aja kejahatan penjualan online bu ga kantor polisi,True,False,False
kokko laporkan,False,True,False
gila sih akunisinya komplinan apresiasi,True,False,False
oyoindonesia pesan oyooo udah transfer ngakk pengembalian,False,True,False
oyoindonesia dm detail nya tak response,False,True,False
oyo parah properti tidak kerjasama oyo tibatiba muncul aplikasi oyo ijin alhasil korban customer bayar oyo properti lama tidak kerjasama oyo lapor berulangkali tidak respons udah kejadian tolong oyo menanggapi,True,False,False
partnernya oyoudh terminasi kontrak property listing apps oyotamu nya ribut sm tamu,False,True,False
tolong jgn join oyomau gabung manis x lepas susah mati,True,False,False
udah putus kontrak oyo hotelnya ga dihapus dr aplikasi oyo traveloka tiket agoda dsb status full ga jualan diapain dibantu selesaikan,True,False,False
oyoindonesia tidak membantu grm nya emang kacau yak sengaja mempersulit gitu csnya pas ditelfon ketawa ketiwi kebingungan gitu termenung,True,False,False
pengemablian dana persulit,True,False,False
korban oyo yg diaplikasi ga sesuai yg dilapangan book ps lokasi jelek banget trs proses tefund udh lbh ga yg msk rekening,True,False,False
halo min udah pesen hotel bayar cancel yaa barusan wa oyo dicancel dipindahkan hotel mohon dj respon terkmakasih oyohome oyoindonesia,False,True,False
rayyyzzzan kesannya kayak ketipu klo gini korban yg kek gimna nih penyelsainnya mah udh jelas² merugikan konsumen klo gini oyoindonesia oyohome,True,False,False
depinksm kak pakai aplikasi oyo boncos tertawa merugikan sekaleeee,True,False,False
oyoindonesia halah mohon maaf mohon maaf aja,False,True,False
fluffynut baliknya ful ga ka,False,True,False
rahmadsa yaaa diabaikan tertawa,False,True,False
fluffynut uda bs dikategorikan penipuan g sih,True,False,False
hallo smua yg sdah direfund gak sih aq dsuruh nunggu trus nih,True,False,False
oyoindonesia dm gk dibalas oyo gmail no reply,False,True,False
oyoindonesia merugikan konsumen banget,True,False,False
xionana php aja bro nyangkut g d cairkan,True,False,False
tanjungputing_orangutantourism yes,False,True,False
chika_kotaharapanindah aplikasi g jelas kak,False,True,False
chika_kotaharapanindah kak mudah putus oyo menolak pesanan tamu oyo kak wa kerjasama oyo merugikan gabung little hotelier potongannya real tidak da chekin pendapatan besar,True,False,False
riskaicha_aia ribet emang kak hati hati emang scam korbannya mending langsung gabung ota aman tidak da chekin penghasilan jelas,True,False,False
oyo gak berani posting status yawkwkkwkkkena bully,True,False,False
diurusnya pengembalian dana sayaa,False,True,False
booking dibatlkan hotelnya ya allah sedih,True,False,False
oyo nangis,False,True,False
uangku kembalikan min dm telfon ga diangkat angkat ga dibalas balas,True,False,False
hati hati jgn boking via oyo lagiini aplikasi tipu²saya tidak kerjasama dgn oyo thnini korkan udah transfer kw oyo tidak refun,True,False,False
jgan pesan via oyobanyak korbanudah transfer tpi udah putus kerjasama dgn villa property,True,False,False
korban oyo transfer full payment hotel resepsionis tidak oyo,True,False,False
theresiahartaulina kak bulanan spam trs hr,False,True,False
aplikasipenipu oyopenipu,True,False,False
xionana ga yg direfund kak nangis,True,False,False
rahmadsa dsuruh nunggu trus lol bngtz,False,True,False
xionana pengajuan q ditolak hahhaa,True,False,False
jd korban oyo tolonh dm applikasi penipuan korbannya bantu siapkan gugatan tidak biarkan hotel tutup dijual direfund pake voucher voucher tolak hotel yg jual appnya mencoba booking pake app bayar langsung hotel ga pake voucher tanggung jawabmu hei oyoindonesia,True,False,False
oyoindonesia disuruh isi doang gak ditindak lanjuti omongan bertele,True,False,False
iyah dm berkali² tp ga tindaknlanjut,False,True,False
oyoindonesia gak urus ya hotel yg booking ulang pay at hotel,True,False,False
